tribunal,grau,numero,classe,orgao,ano_ajuizamento,duracao_dias,qtd_movimentos,desfecho
TRF1,G1,10446132820214013900,Mandado de Segurança Cível,05ª - Belém,2021.0,576.0,42,sem sentença identificada
TRF1,G1,10446141320214013900,Mandado de Segurança Cível,05ª - Belém,2021.0,567.0,44,sem sentença identificada
TRF1,G1,10446193520214013900,Mandado de Segurança Cível,05ª - Belém,2021.0,539.0,41,sem sentença identificada
TRF1,G1,10140666920214013814,Procedimento do Juizado Especial Cível,02ª Ipatinga,2021.0,250.0,33,sem sentença identificada
TRF1,G1,10155058420214013307,Procedimento do Juizado Especial Cível,02ª V. Conquista,2021.0,281.0,40,desfavorável
TRF1,G1,10166608920214013803,Mandado de Segurança Cível,03ª Uberlândia,2021.0,246.0,40,sem sentença identificada
TRF1,G1,10166678120214013803,Mandado de Segurança Cível,03ª Uberlândia,2021.0,246.0,36,sem sentença identificada
TRF1,G1,10197406720214013801,Mandado de Segurança Cível,03ª Juiz de Fora,2021.0,250.0,35,sem sentença identificada
TRF1,G1,10197415220214013801,Mandado de Segurança Cível,04ª Juiz de Fora,2021.0,250.0,33,sem sentença identificada
TRF1,G1,10197519620214013801,Mandado de Segurança Cível,04ª Juiz de Fora,2021.0,250.0,37,sem sentença identificada
TRF1,G1,10216134120214013304,Procedimento do Juizado Especial Cível,01ª Feira de Santana,2021.0,610.0,48,favorável
TRF1,G1,10122992320214013902,Cumprimento de Sentença contra a Fazenda Pública,01ª Santarém,2021.0,1003.0,75,favorável
TRF1,G1,10141090620214013814,Mandado de Segurança Cível,01ª Ipatinga,2021.0,247.0,39,favorável
TRF1,G1,10155620520214013307,Procedimento do Juizado Especial Cível,02ª V. Conquista,2021.0,657.0,73,favorável
TRF1,G1,10167560720214013803,Mandado de Segurança Cível,03ª Uberlândia,2021.0,244.0,36,sem sentença identificada
TRF1,G1,10002274920224013811,Procedimento do Juizado Especial Cível,01ª Divinópolis,2022.0,230.0,24,sem sentença identificada
TRF1,G1,10002417820224013602,Cumprimento de Sentença contra a Fazenda Pública,01ª Rondonópolis,2022.0,1217.0,96,favorável
TRF1,G1,10003033720224013823,Procedimento do Juizado Especial Cível,Vara Única de Viçosa,2022.0,224.0,42,sem sentença identificada
TRF1,G1,10732734320224013400,Mandado de Segurança Cível,25ª Vara JEF - Brasília,2022.0,99.0,15,sem sentença identificada
TRF1,G1,10735099220224013400,Inválido,25ª Vara JEF - Brasília,2022.0,708.0,109,acordo
TRF1,G1,10735359020224013400,Procedimento do Juizado Especial Cível,27ª Vara JEF - Brasília,2022.0,122.0,22,sem sentença identificada
TRF1,G1,10060479420224013602,Mandado de Segurança Cível,01ª Rondonópolis,2022.0,102.0,18,sem sentença identificada
TRF1,G1,10069144220224014005,Procedimento do Juizado Especial Cível,Vara Única de Corrente,2022.0,256.0,35,desfavorável
TRF1,G1,10088354820224013904,Mandado de Segurança Cível,Vara Única de Castanhal,2022.0,211.0,24,sem sentença identificada
TRF1,G1,10103352820224014300,Procedimento do Juizado Especial Cível,01ª - Palmas,2022.0,620.0,93,desfavorável
TRF1,G1,10134645220224013100,Cumprimento de Sentença contra a Fazenda Pública,01ª - Macapá,2022.0,550.0,80,favorável
TRF1,G1,10135017920224013100,Cumprimento de Sentença contra a Fazenda Pública,02ª - Macapá,2022.0,544.0,67,sem sentença identificada
TRF1,G1,10199338420224013304,Procedimento Comum Cível,01ª Feira de Santana,2022.0,1178.0,20,sem sentença identificada
TRF1,G1,10199797320224013304,Procedimento Comum Cível,01ª Feira de Santana,2022.0,1116.0,42,favorável
TRF1,G1,10265248320224013200,Procedimento do Juizado Especial Cível,01ª - Manaus,2022.0,403.0,43,sem sentença identificada
TRF1,G1,10365576020224014000,Procedimento do Juizado Especial Cível,05ª - Teresina,2022.0,320.0,26,sem sentença identificada
TRF1,G1,10746903120224013400,Mandado de Segurança Cível,25ª Vara JEF - Brasília,2022.0,285.0,34,sem sentença identificada
TRF1,G1,10747033920224013300,Habeas Data Cível,13ª - Salvador,2022.0,342.0,25,sem sentença identificada
TRF1,G1,10747535620224013400,Procedimento do Juizado Especial Cível,25ª Vara JEF - Brasília,2022.0,605.0,74,desfavorável
TRF1,G1,10153747520224013307,Mandado de Segurança Cível,02ª V. Conquista,2022.0,231.0,37,favorável
TRF1,G1,10204252820224013902,Mandado de Segurança Cível,01ª Santarém,2022.0,188.0,34,sem sentença identificada
TRF1,G1,10268070920224013200,Cumprimento de Sentença contra a Fazenda Pública,09ª - Manaus,2022.0,1036.0,71,favorável
TRF1,G1,10495663720224013500,Procedimento do Juizado Especial Cível,06ª - Goiânia,2022.0,0.0,7,sem sentença identificada
TRF1,G1,10751104520224013300,Mandado de Segurança Cível,04ª - Salvador,2022.0,0.0,7,sem sentença identificada
TRF1,G1,10752264220224013400,Procedimento do Juizado Especial Cível,27ª Vara JEF - Brasília,2022.0,545.0,73,desfavorável
TRF1,G1,10754317120224013400,Mandado de Segurança Cível,25ª Vara JEF - Brasília,2022.0,719.0,64,sem sentença identificada
TRF1,G1,10761530820224013400,Procedimento do Juizado Especial Cível,25ª Vara JEF - Brasília,2022.0,843.0,110,favorável
TRF1,G1,10761973620224013300,Mandado de Segurança Cível,14ª - Salvador,2022.0,167.0,55,sem sentença identificada
TRF1,G1,10521352920224013300,Cumprimento de Sentença contra a Fazenda Pública,13ª - Salvador,2022.0,1297.0,85,favorável
TRF1,G1,10522617920224013300,Mandado de Segurança Cível,07ª - Salvador,2022.0,700.0,55,sem sentença identificada
TRF1,G1,10532143420224013400,Procedimento Comum Cível,25ª Vara JEF - Brasília,2022.0,736.0,95,acordo
TRF1,G1,10390303720224013800,Mandado de Segurança Cível,12ª - Belo Horizonte,2022.0,12.0,8,sem sentença identificada
TRF1,G1,10390442120224013800,Procedimento Comum Cível,20ª - Belo Horizonte,2022.0,12.0,13,sem sentença identificada
TRF1,G1,10390572020224013800,Mandado de Segurança Cível,17ª - Belo Horizonte,2022.0,12.0,10,sem sentença identificada
TRF1,G1,10439636220224013700,Mandado de Segurança Cível,06ª - São Luís,2022.0,415.0,34,sem sentença identificada
TRF1,G1,10441316420224013700,Procedimento do Juizado Especial Cível,06ª - São Luís,2022.0,678.0,73,desfavorável
TRF1,G1,10530783720224013400,Mandado de Segurança Cível,25ª Vara JEF - Brasília,2022.0,167.0,20,sem sentença identificada
TRF1,G1,10531407720224013400,Mandado de Segurança Cível,25ª Vara JEF - Brasília,2022.0,83.0,17,sem sentença identificada
TRF1,G1,10019257220224013817,Mandado de Segurança Cível,Vara Única de Paracatu,2022.0,16.0,12,sem sentença identificada
TRF1,G1,10022544120224013508,Procedimento do Juizado Especial Cível,Vara Única de Itumbiara,2022.0,690.0,32,desfavorável
TRF1,G1,10025711220224013808,Mandado de Segurança Cível,01ª Lavras,2022.0,20.0,15,sem sentença identificada
TRF1,G1,10539618120224013400,Procedimento Comum Cível,25ª Vara JEF - Brasília,2022.0,217.0,33,sem sentença identificada
TRF1,G1,10539687320224013400,Mandado de Segurança Cível,25ª Vara JEF - Brasília,2022.0,70.0,14,sem sentença identificada
TRF1,G1,10540077020224013400,Procedimento do Juizado Especial Cível,25ª Vara JEF - Brasília,2022.0,271.0,32,sem sentença identificada
TRF1,G1,10542562120224013400,Mandado de Segurança Cível,25ª Vara JEF - Brasília,2022.0,224.0,21,sem sentença identificada
TRF1,G1,10191975120224013600,Cumprimento de Sentença contra a Fazenda Pública,02ª - Cuiabá,2022.0,1273.0,141,favorável
TRF1,G1,10271693620224014000,Procedimento do Juizado Especial Cível,05ª - Teresina,2022.0,291.0,34,sem sentença identificada
TRF1,G1,10272568920224014000,Mandado de Segurança Cível,02ª - Teresina,2022.0,348.0,53,sem sentença identificada
TRF1,G1,10322411320224013900,Mandado de Segurança Cível,01ª - Belém,2022.0,108.0,13,sem sentença identificada
TRF1,G1,10322559420224013900,Mandado de Segurança Cível,01ª - Belém,2022.0,153.0,14,sem sentença identificada
TRF1,G1,10375808620224013500,Mandado de Segurança Cível,04ª - Goiânia,2022.0,196.0,34,sem sentença identificada
TRF1,G1,10376717920224013500,Procedimento do Juizado Especial Cível,02ª - Goiânia,2022.0,722.0,83,desfavorável
TRF1,G1,10376925520224013500,Cumprimento de Sentença contra a Fazenda Pública,08ª - Goiânia,2022.0,1204.0,81,favorável
TRF1,G1,10567107120224013400,Mandado de Segurança Cível,25ª Vara JEF - Brasília,2022.0,214.0,14,sem sentença identificada
TRF1,G1,10567331720224013400,Mandado de Segurança Cível,25ª Vara JEF - Brasília,2022.0,70.0,14,sem sentença identificada
TRF1,G1,10022745320224013501,Cumprimento de Sentença contra a Fazenda Pública,Vara Única de Luziânia,2022.0,670.0,70,acordo
TRF1,G1,10584012320224013400,Mandado de Segurança Cível,25ª Vara JEF - Brasília,2022.0,88.0,15,sem sentença identificada
TRF1,G1,10077618620224013312,Cumprimento de Sentença contra a Fazenda Pública,Vara Única de Irecê,2022.0,1225.0,84,acordo
TRF1,G1,10026441720224013506,Procedimento do Juizado Especial Cível,Vara Única de Formosa,2022.0,665.0,90,favorável
TRF1,G1,10031384920224013903,Mandado de Segurança Cível,Vara Única de Altamira,2022.0,554.0,30,sem sentença identificada
TRF1,G1,10032663620224014302,Mandado de Segurança Cível,Vara Única de Gurupi,2022.0,167.0,40,sem sentença identificada
TRF1,G1,10038442320224014003,Mandado de Segurança Cível,Vara Única de Floriano,2022.0,280.0,26,sem sentença identificada
TRF1,G1,10043681720224014004,Mandado de Segurança Cível,Vara Única de São Raimundo Nonato,2022.0,184.0,49,sem sentença identificada
TRF1,G1,10043693820224013313,Mandado de Segurança Cível,Vara Única de Teixeira de Freitas,2022.0,99.0,15,sem sentença identificada
TRF1,G1,10044092320224013603,Procedimento do Juizado Especial Cível,01ª Sinop,2022.0,993.0,92,favorável
TRF1,G1,10051362220224014301,Mandado de Segurança Cível,02ª Araguaína,2022.0,170.0,34,sem sentença identificada
TRF1,G1,10391561720224013500,Mandado de Segurança Cível,08ª - Goiânia,2022.0,43.0,34,sem sentença identificada
TRF1,G1,10486542220224013700,Mandado de Segurança Cível,13ª - São Luís,2022.0,146.0,34,sem sentença identificada
TRF1,G1,10488249120224013700,Mandado de Segurança Cível,13ª - São Luís,2022.0,148.0,31,sem sentença identificada
TRF1,G1,10027089120224013905,Mandado de Segurança Cível,Vara Única de Redenção,2022.0,144.0,35,sem sentença identificada
TRF1,G1,10033033220224013310,Mandado de Segurança Cível,Vara Única de Eunápolis,2022.0,990.0,58,sem sentença identificada
TRF1,G1,10042064020224013901,Mandado de Segurança Cível,01ª - Marabá,2022.0,328.0,32,sem sentença identificada
TRF1,G1,10052332220224014301,Mandado de Segurança Cível,01ª Araguaína,2022.0,56.0,19,sem sentença identificada
TRF1,G1,10057528120224013303,Mandado de Segurança Cível,Vara Única de Barreiras,2022.0,48.0,20,sem sentença identificada
TRF1,G1,10204241520224013200,Mandado de Segurança Cível,09ª - Manaus,2022.0,245.0,27,sem sentença identificada
TRF1,G1,10393589120224013500,Procedimento do Juizado Especial Cível,06ª - Goiânia,2022.0,369.0,30,sem sentença identificada
TRF1,G1,10393666820224013500,Mandado de Segurança Cível,04ª - Goiânia,2022.0,187.0,36,sem sentença identificada
TRF1,G1,10595842920224013400,Cumprimento de sentença,25ª Vara JEF - Brasília,2022.0,1141.0,111,favorável
TRF1,G1,00039705820064014001,Cumprimento de Sentença contra a Fazenda Pública,Vara Única de Picos,2006.0,5606.0,199,favorável
TRF1,G1,10801101720224013400,Mandado de Segurança Cível,25ª Vara JEF - Brasília,2022.0,149.0,23,sem sentença identificada
TRF1,G1,10801482920224013400,Mandado de Segurança Cível,25ª Vara JEF - Brasília,2022.0,101.0,14,sem sentença identificada
TRF1,G1,10804489720224013300,Mandado de Segurança Cível,14ª - Salvador,2022.0,337.0,44,sem sentença identificada
TRF1,G1,10037553620224013506,Procedimento do Juizado Especial Cível,Vara Única de Formosa,2022.0,415.0,26,sem sentença identificada
TRF1,G1,10037622820224013506,Cumprimento de Sentença contra a Fazenda Pública,Vara Única de Formosa,2022.0,872.0,101,favorável
TRF1,G1,10046780220224014302,Mandado de Segurança Cível,Vara Única de Gurupi,2022.0,146.0,35,sem sentença identificada
TRF1,G1,10046798420224014302,Mandado de Segurança Cível,Vara Única de Gurupi,2022.0,146.0,35,sem sentença identificada
TRF1,G1,10047355320224013903,Mandado de Segurança Cível,Vara Única de Altamira,2022.0,418.0,24,sem sentença identificada
TRF1,G1,10065034420224013602,Procedimento do Juizado Especial Cível,01ª Rondonópolis,2022.0,298.0,55,desfavorável
TRF1,G1,10077399520224014001,Mandado de Segurança Cível,Vara Única de Picos,2022.0,138.0,28,sem sentença identificada
TRF1,G1,10087336820224013502,Mandado de Segurança Cível,01ª Anápolis,2022.0,489.0,54,sem sentença identificada
TRF1,G1,10087622120224013502,Cumprimento de Sentença contra a Fazenda Pública,02ª Anápolis,2022.0,577.0,79,acordo
TRF1,G1,10513857020224013900,Procedimento do Juizado Especial Cível,05ª - Belém,2022.0,208.0,27,sem sentença identificada
TRF1,G1,10513874020224013900,Procedimento Comum Cível,05ª - Belém,2022.0,194.0,15,sem sentença identificada
TRF1,G1,10116802920224014300,Mandado de Segurança Cível,02ª - Palmas,2022.0,78.0,34,sem sentença identificada
TRF1,G1,10234029020224013902,Cumprimento de Sentença contra a Fazenda Pública,02ª Santarém,2022.0,778.0,50,favorável
TRF1,G1,10234504920224013902,Procedimento do Juizado Especial Cível,01ª Santarém,2022.0,244.0,35,desfavorável
TRF1,G1,10031925720224013501,Procedimento do Juizado Especial Cível,Vara Única de Luziânia,2022.0,828.0,61,desfavorável
TRF1,G1,10040321920224013905,Cumprimento de Sentença contra a Fazenda Pública,Vara Única de Redenção,2022.0,1161.0,106,acordo
TRF1,G1,10042862820224013505,Procedimento Comum Cível,Vara Única de Uruaçu,2022.0,1016.0,52,desfavorável
TRF1,G1,10056448620224014003,Mandado de Segurança Cível,Vara Única de Floriano,2022.0,307.0,42,sem sentença identificada
TRF1,G1,10061032720224013603,Mandado de Segurança Cível,02ª Sinop,2022.0,533.0,33,sem sentença identificada
TRF1,G1,10080131020224013306,Procedimento do Juizado Especial Cível,Vara Única de Paulo Afonso,2022.0,678.0,56,desfavorável
TRF1,G1,10088526920224014200,Procedimento do Juizado Especial Cível,02ª - Boa Vista,2022.0,170.0,28,sem sentença identificada
TRF1,G1,10115976720224013312,Mandado de Segurança Cível,Vara Única de Irecê,2022.0,524.0,39,sem sentença identificada
TRF1,G1,10117288520224014300,Procedimento do Juizado Especial Cível,02ª - Palmas,2022.0,246.0,66,favorável
TRF1,G1,10117366220224014300,Procedimento Comum Cível,01ª - Palmas,2022.0,146.0,21,sem sentença identificada
TRF1,G1,10117314020224014300,Procedimento do Juizado Especial Cível,01ª - Palmas,2022.0,324.0,19,sem sentença identificada
TRF1,G1,10141340220224013000,Procedimento Comum Cível,03ª - Rio Branco,2022.0,198.0,36,sem sentença identificada
TRF1,G1,10284973720224013600,Cumprimento de Sentença contra a Fazenda Pública,03ª - Cuiabá,2022.0,655.0,65,desfavorável
TRF1,G1,10518066020224013900,Procedimento do Juizado Especial Cível,02ª - Belém,2022.0,906.0,78,desfavorável
TRF1,G1,10518845420224013900,Procedimento Comum Cível,02ª - Belém,2022.0,26.0,14,sem sentença identificada
TRF1,G1,10550633220224013500,Procedimento do Juizado Especial Cível,09ª - Goiânia,2022.0,1.0,7,sem sentença identificada
TRF1,G1,10417419420224014000,Procedimento do Juizado Especial Cível,02ª - Teresina,2022.0,612.0,28,sem sentença identificada
TRF1,G1,10417903820224014000,Procedimento do Juizado Especial Cível,02ª - Teresina,2022.0,1126.0,61,desfavorável
TRF1,G1,10862134920224013300,Cumprimento de Sentença contra a Fazenda Pública,10ª - Salvador,2022.0,579.0,82,acordo
TRF1,G1,10862221120224013300,Procedimento do Juizado Especial Cível,10ª - Salvador,2022.0,163.0,46,sem sentença identificada
TRF1,G1,10025766120224013605,Procedimento do Juizado Especial Cível,Vara Única de Barra do Garças,2022.0,1019.0,61,desfavorável
TRF1,G1,10064684220224014101,Cumprimento de Sentença contra a Fazenda Pública,02ª Ji-Paraná,2022.0,894.0,78,acordo
TRF1,G1,10000188220234013508,Mandado de Segurança Cível,Vara Única de Itumbiara,2023.0,638.0,45,sem sentença identificada
TRF1,G1,10000260820234014301,Cumprimento de Sentença contra a Fazenda Pública,02ª Araguaína,2023.0,958.0,109,favorável
TRF1,G1,10000273820234013704,Procedimento Comum Cível,Vara Única de Balsas,2023.0,1150.0,70,sem sentença identificada
TRF1,G1,10505361920224013700,Procedimento do Juizado Especial Cível,13ª - São Luís,2022.0,627.0,57,desfavorável
TRF1,G1,10600693820224013300,Mandado de Segurança Cível,01ª - Salvador,2022.0,538.0,43,sem sentença identificada
TRF1,G1,10601257120224013300,Mandado de Segurança Cível,01ª - Salvador,2022.0,367.0,46,sem sentença identificada
TRF1,G1,10602451720224013300,Mandado de Segurança Cível,01ª - Salvador,2022.0,61.0,17,sem sentença identificada
TRF1,G1,10017422220224013908,Procedimento Comum Cível,Vara Única de Itaituba,2022.0,153.0,14,sem sentença identificada
TRF1,G1,10032089620224013505,Mandado de Segurança Cível,Vara Única de Uruaçu,2022.0,262.0,49,sem sentença identificada
TRF1,G1,10040520720224014003,Mandado de Segurança Cível,Vara Única de Floriano,2022.0,307.0,42,favorável
TRF1,G1,10048430320224013703,Cumprimento de Sentença contra a Fazenda Pública,Vara Única de Bacabal,2022.0,1049.0,73,favorável
TRF1,G1,10056258620224014001,Mandado de Segurança Cível,Vara Única de Picos,2022.0,163.0,33,sem sentença identificada
TRF1,G1,10059528820224013303,Procedimento Comum Cível,Vara Única de Barreiras,2022.0,405.0,43,desfavorável
TRF1,G1,10082372720224013312,Mandado de Segurança Cível,Vara Única de Irecê,2022.0,122.0,20,sem sentença identificada
TRF1,G1,10085347720224014300,Cumprimento de Sentença contra a Fazenda Pública,01ª - Palmas,2022.0,987.0,126,favorável
TRF1,G1,10085710720224014300,Procedimento do Juizado Especial Cível,01ª - Palmas,2022.0,417.0,18,sem sentença identificada
TRF1,G1,10122724520224013307,Mandado de Segurança Cível,01ª V. Conquista,2022.0,284.0,28,sem sentença identificada
TRF1,G1,10000502920234013301,Mandado de Segurança Cível,Vara Única de Ilhéus,2023.0,312.0,21,sem sentença identificada
TRF1,G1,10000843420234013000,Mandado de Segurança Cível,03ª - Rio Branco,2023.0,259.0,27,sem sentença identificada
TRF1,G1,10001266320234014300,Procedimento Comum Cível,01ª - Palmas,2023.0,101.0,20,sem sentença identificada
TRF1,G1,10001430220234014300,Mandado de Segurança Cível,02ª - Palmas,2023.0,86.0,44,sem sentença identificada
TRF1,G1,10003710420234014000,Cumprimento de Sentença contra a Fazenda Pública,02ª - Teresina,2023.0,606.0,56,acordo
TRF1,G1,10012945720234013700,Procedimento do Juizado Especial Cível,06ª - São Luís,2023.0,168.0,29,desfavorável
TRF1,G1,10023002920234013400,Mandado de Segurança Cível,25ª Vara JEF - Brasília,2023.0,62.0,15,sem sentença identificada
TRF1,G1,10023783220234013300,Procedimento Comum Cível,06ª - Salvador,2023.0,2.0,7,sem sentença identificada
TRF1,G1,10024577220234013700,Procedimento do Juizado Especial Cível,05ª - São Luís,2023.0,445.0,37,sem sentença identificada
TRF1,G1,10024596920234013400,Cumprimento de sentença,25ª Vara JEF - Brasília,2023.0,670.0,78,acordo
TRF1,G1,10758225520244013400,Mandado de Segurança Cível,25ª Vara JEF - Brasília,2024.0,288.0,63,sem sentença identificada
TRF1,G1,10759905720244013400,Mandado de Segurança Cível,25ª Vara JEF - Brasília,2024.0,79.0,18,sem sentença identificada
TRF1,G1,10211420520244013600,Procedimento do Juizado Especial Cível,01ª - Cuiabá,2024.0,115.0,31,desfavorável
TRF1,G1,10337654020244013200,Mandado de Segurança Cível,03ª - Manaus,2024.0,326.0,27,sem sentença identificada
TRF1,G1,10384589220244014000,Mandado de Segurança Cível,02ª - Teresina,2024.0,225.0,29,sem sentença identificada
TRF1,G1,10418704020244013900,Mandado de Segurança Cível,05ª - Belém,2024.0,32.0,15,sem sentença identificada
TRF1,G1,10764894120244013400,Cumprimento de sentença,25ª Vara JEF - Brasília,2024.0,288.0,69,acordo
TRF1,G1,10765543620244013400,Mandado de Segurança Cível,25ª Vara JEF - Brasília,2024.0,77.0,14,sem sentença identificada
TRF1,G1,10766400720244013400,Mandado de Segurança Cível,25ª Vara JEF - Brasília,2024.0,126.0,38,sem sentença identificada
TRF1,G1,10772662620244013400,Mandado de Segurança Cível,25ª Vara JEF - Brasília,2024.0,138.0,32,sem sentença identificada
TRF1,G1,10049435420244014101,Mandado de Segurança Cível,01ª Ji-Paraná,2024.0,172.0,35,sem sentença identificada
TRF1,G1,10082742620244014301,Cumprimento de Sentença contra a Fazenda Pública,01ª Araguaína,2024.0,393.0,58,favorável
TRF1,G1,10113467520244013701,Mandado de Segurança Cível,02ª Imperatriz,2024.0,274.0,18,sem sentença identificada
TRF1,G1,10121161720244014300,Mandado de Segurança Cível,02ª - Palmas,2024.0,490.0,42,sem sentença identificada
TRF1,G1,10121283120244014300,Mandado de Segurança Cível,01ª - Palmas,2024.0,219.0,62,sem sentença identificada
TRF1,G1,10020139620244013605,Procedimento do Juizado Especial Cível,Vara Única de Barra do Garças,2024.0,293.0,35,sem sentença identificada
TRF1,G1,10034733620244013503,Mandado de Segurança Cível,Vara Única de Rio Verde,2024.0,220.0,26,sem sentença identificada
TRF1,G1,10045702920244013905,Mandado de Segurança Cível,Vara Única de Redenção,2024.0,288.0,38,sem sentença identificada
TRF1,G1,10074206820244013901,Mandado de Segurança Cível,02ª - Marabá,2024.0,424.0,55,sem sentença identificada
TRF1,G1,10095873420244014200,Cumprimento de Sentença contra a Fazenda Pública,01ª - Boa Vista,2024.0,406.0,73,acordo
TRF1,G1,10099445920244013312,Procedimento do Juizado Especial Cível,Vara Única de Irecê,2024.0,0.0,7,sem sentença identificada
TRF1,G1,10123136920244014300,Mandado de Segurança Cível,01ª - Palmas,2024.0,182.0,49,sem sentença identificada
TRF1,G1,10157503920244014100,Cumprimento de Sentença contra a Fazenda Pública,02ª - Porto Velho,2024.0,328.0,71,favorável
TRF1,G1,10219180520244013600,Procedimento do Juizado Especial Cível,08ª - Cuiabá,2024.0,56.0,18,sem sentença identificada
TRF1,G1,10347553120244013200,Mandado de Segurança Cível,01ª - Manaus,2024.0,67.0,32,sem sentença identificada
TRF1,G1,10347743720244013200,Mandado de Segurança Cível,01ª - Manaus,2024.0,138.0,31,sem sentença identificada
TRF1,G1,10430932820244013900,Mandado de Segurança Cível,01ª - Belém,2024.0,243.0,43,sem sentença identificada
TRF1,G1,10790902020244013400,Mandado de Segurança Cível,25ª Vara JEF - Brasília,2024.0,118.0,29,sem sentença identificada
TRF1,G1,10790928720244013400,Procedimento do Juizado Especial Cível,25ª Vara JEF - Brasília,2024.0,427.0,70,desfavorável
TRF1,G1,10803146320244013700,Procedimento do Juizado Especial Cível,05ª - São Luís,2024.0,376.0,38,desfavorável
TRF1,G1,10804116320244013700,Cumprimento de Sentença contra a Fazenda Pública,06ª - São Luís,2024.0,243.0,55,acordo
TRF1,G1,10018286120244013604,Mandado de Segurança Cível,Vara Única de Diamantino,2024.0,291.0,39,sem sentença identificada
TRF1,G1,10025098920244013908,Mandado de Segurança Cível,Vara Única de Itaituba,2024.0,135.0,32,sem sentença identificada
TRF1,G1,10812484820244013400,Mandado de Segurança Cível,25ª Vara JEF - Brasília,2024.0,174.0,48,sem sentença identificada
TRF1,G1,10821584820244013700,Mandado de Segurança Cível,03ª - São Luís,2024.0,146.0,34,sem sentença identificada
TRF1,G1,10821706220244013700,Mandado de Segurança Cível,05ª - São Luís,2024.0,45.0,16,sem sentença identificada
TRF1,G1,10823057420244013700,Procedimento Comum Cível,05ª - São Luís,2024.0,0.0,7,sem sentença identificada
TRF1,G1,10824893020244013700,Mandado de Segurança Cível,06ª - São Luís,2024.0,40.0,15,sem sentença identificada
TRF1,G1,10031797820244013601,Mandado de Segurança Cível,02ª Cáceres,2024.0,123.0,32,sem sentença identificada
TRF1,G1,10032317120244013505,Cumprimento de Sentença contra a Fazenda Pública,Vara Única de Uruaçu,2024.0,475.0,77,acordo
TRF1,G1,10085849820244013309,Procedimento do Juizado Especial Cível,Vara Única de Guanambi,2024.0,160.0,33,desfavorável
TRF1,G1,10085858320244013309,Procedimento do Juizado Especial Cível,Vara Única de Guanambi,2024.0,133.0,29,desfavorável
TRF1,G1,10086070520244014001,Mandado de Segurança Cível,Vara Única de Picos,2024.0,225.0,39,sem sentença identificada
TRF1,G1,10088355020244014301,Mandado de Segurança Cível,01ª Araguaína,2024.0,0.0,8,sem sentença identificada
TRF1,G1,10090077020244013305,Mandado de Segurança Cível,Vara Única de Juazeiro,2024.0,58.0,20,sem sentença identificada
TRF1,G1,10090383920244013904,Procedimento do Juizado Especial Cível,Vara Única de Castanhal,2024.0,346.0,43,desfavorável
TRF1,G1,10090920520244013904,Procedimento Comum Cível,Vara Única de Castanhal,2024.0,211.0,31,sem sentença identificada
TRF1,G1,10098991020244014200,Procedimento do Juizado Especial Cível,02ª - Boa Vista,2024.0,202.0,34,sem sentença identificada
TRF1,G1,10104584220244013302,Procedimento Comum Cível,Vara Única de Campo Formoso,2024.0,1.0,7,sem sentença identificada
TRF1,G1,10107542820244013314,Mandado de Segurança Cível,Vara Única de Alagoinhas,2024.0,0.0,7,sem sentença identificada
TRF1,G1,10121086120244014002,Mandado de Segurança Cível,Vara Única de Parnaíba,2024.0,156.0,15,sem sentença identificada
TRF1,G1,10464964120244013500,Procedimento do Juizado Especial Cível,01ª - Goiânia,2024.0,405.0,62,desfavorável
TRF1,G1,10032325920244013601,Mandado de Segurança Cível,01ª Cáceres,2024.0,109.0,17,sem sentença identificada
TRF1,G1,10826056320244013400,Procedimento Comum Cível,25ª Vara JEF - Brasília,2024.0,504.0,71,favorável
TRF1,G1,10827078520244013400,Procedimento do Juizado Especial Cível,Cejuc - Brasília,2024.0,345.0,32,acordo
TRF1,G1,10087166120244013502,Cumprimento de Sentença contra a Fazenda Pública,01ª Anápolis,2024.0,418.0,94,acordo
TRF1,G1,10089498620244014301,Mandado de Segurança Cível,02ª Araguaína,2024.0,231.0,40,sem sentença identificada
TRF1,G1,10107843520244013000,Procedimento Comum Cível,01ª - Rio Branco,2024.0,1.0,6,sem sentença identificada
TRF1,G1,10472983920244013500,Mandado de Segurança Cível,06ª - Goiânia,2024.0,212.0,42,sem sentença identificada
TRF1,G1,10643316020244013300,Mandado de Segurança Cível,04ª - Salvador,2024.0,112.0,38,sem sentença identificada
TRF1,G1,10830334520244013400,Mandado de Segurança Cível,25ª Vara JEF - Brasília,2024.0,146.0,61,sem sentença identificada
TRF1,G1,10832880320244013400,Procedimento Comum Cível,27ª Vara JEF - Brasília,2024.0,21.0,16,sem sentença identificada
TRF1,G1,10833738620244013400,Mandado de Segurança Cível,25ª Vara JEF - Brasília,2024.0,140.0,35,sem sentença identificada
TRF1,G1,10100654220244014200,Mandado de Segurança Cível,01ª - Boa Vista,2024.0,182.0,39,sem sentença identificada
TRF1,G1,10107728520244013302,Procedimento do Juizado Especial Cível,Vara Única de Campo Formoso,2024.0,303.0,43,sem sentença identificada
TRF1,G1,10129589420244014300,Mandado de Segurança Cível,02ª - Palmas,2024.0,115.0,38,sem sentença identificada
TRF1,G1,10203197620244013100,Cumprimento de Sentença contra a Fazenda Pública,01ª - Macapá,2024.0,404.0,87,favorável
TRF1,G1,10231938620244013600,Procedimento do Juizado Especial Cível,01ª - Cuiabá,2024.0,463.0,73,desfavorável
TRF1,G1,10232240920244013600,Mandado de Segurança Cível,03ª - Cuiabá,2024.0,0.0,6,sem sentença identificada
