tribunal,grau,numero,classe,orgao,ano_ajuizamento,duracao_dias,qtd_movimentos,desfecho
TRF2,TR,50155647020204025001,Recurso de Medida Cautelar Cível,2ª Turma Recursal - Juiz Relator 2 - ES,2020.0,28.0,2,sem sentença identificada
TRF2,TR,50023189620194025112,Recurso Inominado Cível,4ª Turma Recursal - Juiz Relator 3 - RJ,2021.0,307.0,4,sem sentença identificada
TRF2,TR,50009868720204025103,Recurso Inominado Cível,4ª Turma Recursal - Juiz Relator 2 - RJ,2021.0,819.0,4,desfavorável
TRF2,TR,00032670720144025170,Recurso Inominado Cível,4ª Turma Recursal - Juiz Relator 3 - RJ,2015.0,2016.0,8,sem sentença identificada
TRF2,TR,50025189720234025101,Recurso Inominado Cível,4ª Turma Recursal - Juiz Relator 3 - RJ,2023.0,118.0,4,desfavorável
TRF2,TR,50008229220204025113,Recurso Inominado Cível,4ª Turma Recursal - Juiz Relator 3 - RJ,2021.0,60.0,3,sem sentença identificada
TRF2,TR,50073049220204025101,Recurso Inominado Cível,4ª Turma Recursal - Juiz Relator 2 - RJ,2020.0,672.0,2,sem sentença identificada
TRF2,TR,50020166920214025121,Recurso Inominado Cível,4ª Turma Recursal - Juiz Relator 3 - RJ,2022.0,592.0,4,sem sentença identificada
TRF2,TR,50073847620224025104,Recurso Inominado Cível,5ª Turma Recursal - Juiz Relator 2 - RJ,2022.0,399.0,5,sem sentença identificada
TRF2,TR,50075072520184025101,Recurso Inominado Cível,5ª Turma Recursal - Juiz Relator 2 - RJ,2018.0,612.0,4,sem sentença identificada
TRF2,TR,50026778520204025120,Recurso Inominado Cível,3ª Turma Recursal - Juiz Relator 3 - RJ,2020.0,57.0,4,favorável
TRF2,TR,50029534720184025101,Recurso Inominado Cível,4ª Turma Recursal - Juiz Relator 1 - RJ,2019.0,136.0,2,favorável
TRF2,TR,50932469220204025101,Recurso Inominado Cível,4ª Turma Recursal - Juiz Relator 3 - RJ,2021.0,90.0,2,sem sentença identificada
TRF2,TR,50064518020204025102,Recurso Inominado Cível,4ª Turma Recursal - Juiz Relator 3 - RJ,2021.0,204.0,2,sem sentença identificada
TRF2,TR,50088379220214025120,Recurso Inominado Cível,4ª Turma Recursal - Juiz Relator 1 - RJ,2021.0,370.0,5,acordo
TRF2,TR,50092328420214025120,Recurso Inominado Cível,4ª Turma Recursal - Juiz Relator 1 - RJ,2022.0,133.0,2,sem sentença identificada
TRF2,TR,50115019720194025110,Recurso Inominado Cível,3ª Turma Recursal - Juiz Relator 3 - RJ,2020.0,35.0,2,sem sentença identificada
TRF2,TR,50021025720184025117,Recurso Inominado Cível,5ª Turma Recursal - Juiz Relator 3 - RJ,2019.0,260.0,2,desfavorável
TRF2,TR,50980264120214025101,Recurso Inominado Cível,5ª Turma Recursal - Juiz Relator 2 - RJ,2022.0,113.0,2,sem sentença identificada
TRF2,TR,51303707520214025101,Recurso Inominado Cível,5ª Turma Recursal - Juiz Relator 2 - RJ,2022.0,98.0,2,sem sentença identificada
TRF2,TR,50043507920214025120,Recurso Inominado Cível,5ª Turma Recursal - Juiz Relator 2 - RJ,2022.0,101.0,2,sem sentença identificada
TRF2,TR,00207895920184025153,Recurso Inominado Cível,5ª Turma Recursal - Juiz Relator 3 - RJ,2019.0,1448.0,6,sem sentença identificada
TRF2,TR,50097058920194025104,Recurso Inominado Cível,4ª Turma Recursal - Juiz Relator 2 - RJ,2020.0,743.0,2,sem sentença identificada
TRF2,TR,01744106520174025168,Recurso Inominado Cível,5ª Turma Recursal - Juiz Relator 1 - RJ,2019.0,737.0,4,sem sentença identificada
TRF2,TR,50010961520184025117,Recurso Inominado Cível,4ª Turma Recursal - Juiz Relator 3 - RJ,2020.0,434.0,3,sem sentença identificada
TRF2,TR,50011537720204025112,Recurso Inominado Cível,4ª Turma Recursal - Juiz Relator 3 - RJ,2021.0,192.0,2,sem sentença identificada
TRF2,TR,50111323520214025110,Recurso Inominado Cível,4ª Turma Recursal - Juiz Relator 3 - RJ,2022.0,226.0,4,desfavorável
TRF2,TR,50009492420204025115,Recurso Inominado Cível,5ª Turma Recursal - Juiz Relator 3 - RJ,2021.0,442.0,2,sem sentença identificada
TRF2,TR,50126023620184025101,Recurso Inominado Cível,4ª Turma Recursal - Juiz Relator 3 - RJ,2018.0,773.0,7,favorável
TRF2,TR,50010174220184025115,Recurso Inominado Cível,5ª Turma Recursal - Juiz Relator 3 - RJ,2019.0,313.0,2,desfavorável
TRF2,TR,50019736620194025101,Recurso Inominado Cível,5ª Turma Recursal - Juiz Relator 2 - RJ,2020.0,181.0,4,sem sentença identificada
TRF2,TR,50003533720204025116,Recurso Inominado Cível,5ª Turma Recursal - Juiz Relator 2 - RJ,2021.0,204.0,4,sem sentença identificada
TRF2,TR,00208606720184025151,Recurso Inominado Cível,4ª Turma Recursal - Juiz Relator 3 - RJ,2018.0,0.0,1,sem sentença identificada
TRF2,TR,50021106920204025115,Recurso Inominado Cível,4ª Turma Recursal - Juiz Relator 1 - RJ,2022.0,50.0,2,sem sentença identificada
TRF2,TR,50001451620214025117,Recurso Inominado Cível,5ª Turma Recursal - Juiz Relator 2 - RJ,2022.0,124.0,2,sem sentença identificada
TRF2,TR,50018877520224025106,Recurso Inominado Cível,5ª Turma Recursal - Juiz Relator 3 - RJ,2023.0,62.0,2,sem sentença identificada
TRF2,TR,50022919120204025108,Recurso Inominado Cível,4ª Turma Recursal - Juiz Relator 1 - RJ,2022.0,42.0,2,sem sentença identificada
TRF2,TR,50114664520214025118,Recurso Inominado Cível,5ª Turma Recursal - Juiz Relator 3 - RJ,2022.0,458.0,4,sem sentença identificada
TRF2,TR,00315478820184025156,Recurso Inominado Cível,4ª Turma Recursal - Juiz Relator 3 - RJ,2022.0,49.0,2,sem sentença identificada
TRF2,TR,50158731920194025101,Recurso Inominado Cível,4ª Turma Recursal - Juiz Relator 1 - RJ,2019.0,541.0,5,favorável
TRF2,TR,50002900520214025107,Recurso Inominado Cível,4ª Turma Recursal - Juiz Relator 3 - RJ,2021.0,197.0,2,sem sentença identificada
TRF2,TR,50003035420194025113,Recurso Inominado Cível,4ª Turma Recursal - Juiz Relator 3 - RJ,2020.0,47.0,3,favorável
TRF2,TR,50026682820214025108,Recurso Inominado Cível,4ª Turma Recursal - Juiz Relator 3 - RJ,2022.0,89.0,2,sem sentença identificada
TRF2,TR,50038795920224025110,Recurso Inominado Cível,4ª Turma Recursal - Juiz Relator 3 - RJ,2022.0,387.0,4,desfavorável
TRF2,TR,50022179520204025121,Recurso Inominado Cível,5ª Turma Recursal - Juiz Relator 3 - RJ,2021.0,437.0,2,sem sentença identificada
TRF2,TR,50022406820204025112,Recurso Inominado Cível,5ª Turma Recursal - Juiz Relator 3 - RJ,2021.0,751.0,4,sem sentença identificada
TRF2,TR,50028665320214025112,Recurso Inominado Cível,4ª Turma Recursal - Juiz Relator 3 - RJ,2021.0,201.0,2,sem sentença identificada
TRF2,TR,50007420520184025112,Recurso Inominado Cível,5ª Turma Recursal - Juiz Relator 3 - RJ,2019.0,125.0,2,sem sentença identificada
TRF2,TR,50013526020194025104,Recurso Inominado Cível,5ª Turma Recursal - Juiz Relator 3 - RJ,2019.0,998.0,6,sem sentença identificada
TRF2,TR,50022052720194025118,Recurso Inominado Cível,4ª Turma Recursal - Juiz Relator 3 - RJ,2019.0,688.0,3,sem sentença identificada
TRF2,TR,50048948620194025104,Recurso Inominado Cível,4ª Turma Recursal - Juiz Relator 2 - RJ,2019.0,928.0,6,sem sentença identificada
TRF2,TR,50013185820194025113,Recurso Inominado Cível,4ª Turma Recursal - Juiz Relator 3 - RJ,2020.0,1148.0,4,sem sentença identificada
TRF2,TR,50041108020224025112,Recurso Inominado Cível,5ª Turma Recursal - Juiz Relator 2 - RJ,2023.0,42.0,2,sem sentença identificada
TRF2,TR,50041223120214025112,Recurso Inominado Cível,4ª Turma Recursal - Juiz Relator 1 - RJ,2021.0,103.0,2,sem sentença identificada
TRF2,TR,50007313220204025103,Recurso Inominado Cível,1ª Turma Recursal - Juiz Relator 3 - RJ,2021.0,73.0,4,sem sentença identificada
TRF2,TR,50236967320214025101,Recurso Inominado Cível,4ª Turma Recursal - Juiz Relator 1 - RJ,2022.0,84.0,2,sem sentença identificada
TRF2,TR,01368209420164025166,Recurso Inominado Cível,5ª Turma Recursal - Juiz Relator 2 - RJ,2017.0,932.0,6,sem sentença identificada
TRF2,TR,50009301620184025106,Recurso Inominado Cível,1ª Turma Recursal - Juiz Relator 3 - RJ,2019.0,494.0,3,sem sentença identificada
TRF2,TR,50128017020194025118,Recurso Inominado Cível,4ª Turma Recursal - Juiz Relator 2 - RJ,2019.0,977.0,3,sem sentença identificada
TRF2,TR,50170550620204025101,Recurso Inominado Cível,1ª Turma Recursal - Juiz Relator 2 - RJ,2020.0,547.0,4,sem sentença identificada
TRF2,TR,50000226220184025104,Recurso Inominado Cível,4ª Turma Recursal - Juiz Relator 3 - RJ,2019.0,544.0,3,favorável
TRF2,TR,50770261920204025101,Recurso Inominado Cível,4ª Turma Recursal - Juiz Relator 3 - RJ,2021.0,746.0,6,sem sentença identificada
TRF2,TR,50017046220224025120,Recurso Inominado Cível,4ª Turma Recursal - Juiz Relator 2 - RJ,2022.0,370.0,2,sem sentença identificada
TRF2,TR,50295707320204025101,Recurso Inominado Cível,4ª Turma Recursal - Juiz Relator 3 - RJ,2021.0,99.0,3,sem sentença identificada
TRF2,TR,50892658420224025101,Mandado de Segurança Cível,4ª Turma Recursal - Juiz Relator 3 - RJ,2022.0,75.0,2,sem sentença identificada
TRF2,TR,50303963620194025101,Recurso Inominado Cível,4ª Turma Recursal - Juiz Relator 1 - RJ,2019.0,770.0,8,favorável
TRF2,TR,50038308720194025121,Recurso Inominado Cível,5ª Turma Recursal - Juiz Relator 1 - RJ,2019.0,1099.0,5,sem sentença identificada
TRF2,TR,50498506020234025101,Recurso Inominado Cível,4ª Turma Recursal - Juiz Relator 1 - RJ,2023.0,45.0,2,sem sentença identificada
TRF2,TR,50014442120184025121,Recurso Inominado Cível,1ª Turma Recursal - Juiz Relator 3 - RJ,2019.0,625.0,8,sem sentença identificada
TRF2,TR,50050759220214025112,Recurso Inominado Cível,1ª Turma Recursal - Juiz Relator 1 - RJ,2022.0,82.0,2,sem sentença identificada
TRF2,TR,50024753520204025112,Recurso Inominado Cível,5ª Turma Recursal - Juiz Relator 3 - RJ,2021.0,354.0,2,sem sentença identificada
TRF2,TR,50053441220184025121,Recurso Inominado Cível,5ª Turma Recursal - Juiz Relator 2 - RJ,2019.0,314.0,3,sem sentença identificada
TRF2,TR,00125454920174025001,Recurso Inominado Cível,Coordenadoria das Turmas Recursais,2018.0,1072.0,8,sem sentença identificada
TRF2,TR,50010154020204025006,Recurso Inominado Cível,1ª Turma Recursal - Juiz Relator 3 - ES,2020.0,85.0,2,sem sentença identificada
TRF2,TR,50123292720224025001,Recurso Inominado Cível,2ª Turma Recursal - Juiz Relator 1 - ES,2022.0,105.0,2,sem sentença identificada
TRF2,TR,01947776420174025151,Recurso Inominado Cível,5ª Turma Recursal - Juiz Relator 3 - RJ,2019.0,402.0,2,sem sentença identificada
TRF2,TR,50572777920214025101,Recurso Inominado Cível,1ª Turma Recursal - Juiz Relator 1 - RJ,2021.0,438.0,7,sem sentença identificada
TRF2,TR,05002463020184025168,Recurso Inominado Cível,5ª Turma Recursal - Juiz Relator 2 - RJ,2019.0,349.0,3,favorável
TRF2,TR,50086638320214025120,Recurso Inominado Cível,5ª Turma Recursal - Juiz Relator 2 - RJ,2022.0,95.0,2,sem sentença identificada
TRF2,TR,50041463220214025121,Recurso Inominado Cível,4ª Turma Recursal - Juiz Relator 3 - RJ,2022.0,121.0,2,sem sentença identificada
TRF2,TR,50100417420214025120,Recurso Inominado Cível,5ª Turma Recursal - Juiz Relator 2 - RJ,2022.0,107.0,2,sem sentença identificada
TRF2,TR,50491785720204025101,Recurso Inominado Cível,5ª Turma Recursal - Juiz Relator 3 - RJ,2020.0,454.0,4,sem sentença identificada
TRF2,TR,50548634020234025101,Recurso de Medida Cautelar Cível,2ª Turma Recursal - Juiz Relator 1 - RJ,2023.0,29.0,2,sem sentença identificada
TRF2,TR,50002711120214025103,Recurso Inominado Cível,4ª Turma Recursal - Juiz Relator 3 - RJ,2022.0,138.0,2,sem sentença identificada
TRF2,TR,50000630620214025110,Recurso Inominado Cível,4ª Turma Recursal - Juiz Relator 3 - RJ,2021.0,341.0,4,sem sentença identificada
TRF2,TR,50749571420204025101,Recurso de Medida Cautelar Cível,2ª Turma Recursal - Juiz Relator 1 - RJ,2020.0,140.0,6,sem sentença identificada
TRF2,TR,50197584520224025001,Mandado de Segurança Cível,2ª Turma Recursal - Juiz Relator 1 - ES,2022.0,33.0,2,sem sentença identificada
TRF2,TR,50031000820214025121,Recurso Inominado Cível,5ª Turma Recursal - Juiz Relator 2 - RJ,2022.0,97.0,2,sem sentença identificada
TRF2,TR,50700202420214025101,Recurso Inominado Cível,Coordenadoria das Turmas Recursais,2022.0,399.0,3,sem sentença identificada
TRF2,TR,50020341520194025104,Recurso Inominado Cível,4ª Turma Recursal - Juiz Relator 3 - RJ,2020.0,469.0,7,sem sentença identificada
TRF2,TR,50086611320214025121,Recurso Inominado Cível,5ª Turma Recursal - Juiz Relator 2 - RJ,2022.0,109.0,2,sem sentença identificada
TRF2,TR,50036807220204025121,Recurso Inominado Cível,5ª Turma Recursal - Juiz Relator 2 - RJ,2021.0,73.0,3,sem sentença identificada
TRF2,TR,01621989320164025120,Recurso Inominado Cível,5ª Turma Recursal - Juiz Relator 1 - RJ,2017.0,1351.0,7,sem sentença identificada
TRF2,TR,50048676120194025118,Recurso Inominado Cível,4ª Turma Recursal - Juiz Relator 3 - RJ,2020.0,110.0,3,favorável
TRF2,TR,50269765220214025101,Recurso Inominado Cível,4ª Turma Recursal - Juiz Relator 3 - RJ,2021.0,970.0,5,sem sentença identificada
TRF2,TR,50114199520214025110,Recurso Inominado Cível,5ª Turma Recursal - Juiz Relator 2 - RJ,2022.0,98.0,2,sem sentença identificada
TRF2,TR,02316255020174025151,Recurso Inominado Cível,5ª Turma Recursal - Juiz Relator 1 - RJ,2018.0,631.0,4,sem sentença identificada
TRF2,TR,50934212320194025101,Recurso Inominado Cível,1ª Turma Recursal - Juiz Relator 1 - RJ,2021.0,114.0,5,sem sentença identificada
TRF2,TR,50951346220214025101,Recurso Inominado Cível,1ª Turma Recursal - Juiz Relator 1 - RJ,2022.0,64.0,2,sem sentença identificada
TRF2,TR,50826857220214025101,Recurso Inominado Cível,1ª Turma Recursal - Juiz Relator 2 - RJ,2022.0,147.0,4,sem sentença identificada
TRF2,TR,50002474020184025118,Recurso Inominado Cível,5ª Turma Recursal - Juiz Relator 1 - RJ,2018.0,1259.0,6,sem sentença identificada
TRF2,TR,50937430920204025101,Recurso Inominado Cível,1ª Turma Recursal - Juiz Relator 2 - RJ,2021.0,48.0,2,sem sentença identificada
TRF2,TR,50160042320214025101,Recurso Inominado Cível,4ª Turma Recursal - Juiz Relator 3 - RJ,2021.0,396.0,3,sem sentença identificada
TRF2,TR,50017773320184025101,Recurso Inominado Cível,5ª Turma Recursal - Juiz Relator 3 - RJ,2018.0,482.0,4,sem sentença identificada
TRF2,TR,51033752520214025101,Recurso Inominado Cível,1ª Turma Recursal - Juiz Relator 2 - RJ,2021.0,540.0,4,sem sentença identificada
TRF2,TR,50036937120204025121,Recurso Inominado Cível,4ª Turma Recursal - Juiz Relator 3 - RJ,2020.0,351.0,2,sem sentença identificada
TRF2,TR,50339651120204025101,Recurso Inominado Cível,5ª Turma Recursal - Juiz Relator 3 - RJ,2020.0,508.0,4,sem sentença identificada
TRF2,TR,50395152120194025101,Recurso Inominado Cível,4ª Turma Recursal - Juiz Relator 3 - RJ,2019.0,1047.0,5,sem sentença identificada
TRF2,TR,50057355020204025103,Recurso Inominado Cível,4ª Turma Recursal - Juiz Relator 3 - RJ,2021.0,186.0,2,sem sentença identificada
TRF2,TR,50066441320214025118,Recurso Inominado Cível,5ª Turma Recursal - Juiz Relator 2 - RJ,2021.0,632.0,4,sem sentença identificada
TRF2,TR,51288889220214025101,Recurso Inominado Cível,4ª Turma Recursal - Juiz Relator 1 - RJ,2022.0,70.0,2,sem sentença identificada
TRF2,TR,50004024020184025119,Recurso Inominado Cível,5ª Turma Recursal - Juiz Relator 2 - RJ,2019.0,885.0,6,favorável
TRF2,TR,50309376420224025101,Recurso Inominado Cível,4ª Turma Recursal - Juiz Relator 3 - RJ,2022.0,278.0,4,desfavorável
TRF2,TR,50683285320224025101,Recurso Inominado Cível,4ª Turma Recursal - Juiz Relator 2 - RJ,2023.0,243.0,2,sem sentença identificada
TRF2,TR,50124712720194025101,Recurso Inominado Cível,4ª Turma Recursal - Juiz Relator 3 - RJ,2021.0,293.0,2,sem sentença identificada
TRF2,TR,50851210420214025101,Recurso Inominado Cível,4ª Turma Recursal - Juiz Relator 3 - RJ,2022.0,217.0,4,sem sentença identificada
TRF2,TR,50950462420214025101,Recurso Inominado Cível,4ª Turma Recursal - Juiz Relator 3 - RJ,2022.0,145.0,2,sem sentença identificada
TRF2,TR,50263149320184025101,Recurso Inominado Cível,5ª Turma Recursal - Juiz Relator 1 - RJ,2019.0,234.0,4,desfavorável
TRF2,TR,50028933320214025113,Recurso Inominado Cível,5ª Turma Recursal - Juiz Relator 2 - RJ,2021.0,395.0,4,sem sentença identificada
TRF2,TR,50028991320204025101,Recurso Inominado Cível,5ª Turma Recursal - Juiz Relator 2 - RJ,2020.0,570.0,6,sem sentença identificada
TRF2,TR,50064934620184025120,Recurso Inominado Cível,5ª Turma Recursal - Juiz Relator 2 - RJ,2019.0,475.0,6,favorável
TRF2,TR,50132972520214025120,Recurso Inominado Cível,5ª Turma Recursal - Juiz Relator 2 - RJ,2022.0,123.0,2,sem sentença identificada
TRF2,TR,50012174220194025106,Recurso Inominado Cível,5ª Turma Recursal - Juiz Relator 2 - RJ,2019.0,189.0,2,sem sentença identificada
TRF2,TR,01905337420174025157,Recurso Inominado Cível,2ª Turma Recursal - Juiz Relator 1 - RJ,2019.0,66.0,3,sem sentença identificada
TRF2,TR,50715252120194025101,Recurso Inominado Cível,4ª Turma Recursal - Juiz Relator 3 - RJ,2020.0,365.0,3,sem sentença identificada
TRF2,TR,50018204820204025117,Recurso Inominado Cível,5ª Turma Recursal - Juiz Relator 2 - RJ,2021.0,875.0,7,sem sentença identificada
TRF2,TR,01672034320164025170,Recurso Inominado Cível,5ª Turma Recursal - Juiz Relator 1 - RJ,2016.0,2341.0,9,sem sentença identificada
TRF2,TR,50020463220194025103,Recurso Inominado Cível,1ª Turma Recursal - Juiz Relator 2 - RJ,2022.0,151.0,2,sem sentença identificada
TRF2,TR,00870540520164025156,Recurso Inominado Cível,5ª Turma Recursal - Juiz Relator 1 - RJ,2018.0,2027.0,7,sem sentença identificada
TRF2,TR,50026316720184025120,Recurso Inominado Cível,5ª Turma Recursal - Juiz Relator 2 - RJ,2019.0,377.0,6,sem sentença identificada
TRF2,TR,50156194620194025101,Recurso Inominado Cível,4ª Turma Recursal - Juiz Relator 3 - RJ,2019.0,832.0,6,favorável
TRF2,TR,50476363820194025101,Recurso Inominado Cível,5ª Turma Recursal - Juiz Relator 1 - RJ,2020.0,879.0,2,sem sentença identificada
TRF2,TR,50188308520224025101,Recurso Inominado Cível,4ª Turma Recursal - Juiz Relator 3 - RJ,2022.0,436.0,4,desfavorável
TRF2,TR,50013209320214025101,Recurso Inominado Cível,5ª Turma Recursal - Juiz Relator 2 - RJ,2022.0,119.0,2,sem sentença identificada
TRF2,TR,50078320220204025110,Recurso Inominado Cível,2ª Turma Recursal - Juiz Relator 1 - RJ,2020.0,242.0,4,sem sentença identificada
TRF2,TR,50127351920204025001,Recurso de Medida Cautelar Cível,2ª Turma Recursal - Juiz Relator 1 - ES,2020.0,47.0,2,sem sentença identificada
TRF2,TR,50024079120204025110,Recurso Inominado Cível,5ª Turma Recursal - Juiz Relator 3 - RJ,2020.0,950.0,6,sem sentença identificada
TRF2,TR,50039383920204025103,Recurso Inominado Cível,5ª Turma Recursal - Juiz Relator 2 - RJ,2020.0,187.0,3,sem sentença identificada
TRF2,TR,50187786420234025001,Mandado de Segurança Cível,1ª Turma Recursal - Juiz Relator 3 - ES,2023.0,4.0,2,sem sentença identificada
TRF2,TR,50049915020194025116,Recurso Inominado Cível,5ª Turma Recursal - Juiz Relator 3 - RJ,2020.0,685.0,2,sem sentença identificada
TRF2,TR,50069270520224025117,Recurso Inominado Cível,4ª Turma Recursal - Juiz Relator 3 - RJ,2023.0,226.0,4,desfavorável
TRF2,TR,50071048020234025101,Recurso Inominado Cível,4ª Turma Recursal - Juiz Relator 3 - RJ,2023.0,132.0,4,sem sentença identificada
TRF2,TR,50015121220204025117,Recurso Inominado Cível,1ª Turma Recursal - Juiz Relator 3 - RJ,2020.0,786.0,5,sem sentença identificada
TRF2,TR,50819861820204025101,Recurso Inominado Cível,5ª Turma Recursal - Juiz Relator 3 - RJ,2021.0,46.0,3,sem sentença identificada
TRF2,TR,50001657120204025107,Recurso Inominado Cível,5ª Turma Recursal - Juiz Relator 3 - RJ,2020.0,1051.0,6,sem sentença identificada
TRF2,TR,50094565620204025120,Recurso Inominado Cível,5ª Turma Recursal - Juiz Relator 3 - RJ,2021.0,372.0,2,sem sentença identificada
TRF2,TR,50041302620214025106,Recurso Inominado Cível,5ª Turma Recursal - Juiz Relator 2 - RJ,2022.0,0.0,1,sem sentença identificada
TRF2,TR,50091355520194025120,Recurso Inominado Cível,2ª Turma Recursal - Juiz Relator 1 - RJ,2020.0,568.0,6,favorável
TRF2,TR,50110778420214025110,Recurso Inominado Cível,1ª Turma Recursal - Juiz Relator 3 - RJ,2022.0,47.0,2,sem sentença identificada
TRF2,TR,50001686320194025106,Recurso Inominado Cível,5ª Turma Recursal - Juiz Relator 1 - RJ,2019.0,449.0,2,sem sentença identificada
TRF2,TR,50028941820214025113,Recurso Inominado Cível,5ª Turma Recursal - Juiz Relator 2 - RJ,2021.0,661.0,5,sem sentença identificada
TRF2,TR,50019470520184025101,Recurso Inominado Cível,6ª Turma Recursal - Juiz Relator 2 - RJ,2019.0,491.0,6,sem sentença identificada
TRF2,TR,50234089120224025101,Recurso Inominado Cível,5ª Turma Recursal - Juiz Relator 2 - RJ,2022.0,117.0,2,sem sentença identificada
TRF2,TR,50215202420214025101,Recurso Inominado Cível,5ª Turma Recursal - Juiz Relator 2 - RJ,2022.0,91.0,2,sem sentença identificada
TRF2,TR,50124742220194025120,Recurso Inominado Cível,1ª Turma Recursal - Juiz Relator 3 - RJ,2020.0,104.0,4,sem sentença identificada
TRF2,TR,50009826820214025118,Recurso Inominado Cível,4ª Turma Recursal - Juiz Relator 3 - RJ,2021.0,120.0,2,sem sentença identificada
TRF2,TR,50478188720204025101,Recurso Inominado Cível,4ª Turma Recursal - Juiz Relator 3 - RJ,2020.0,558.0,2,sem sentença identificada
TRF2,TR,50155435620184025101,Recurso Inominado Cível,1ª Turma Recursal - Juiz Relator 3 - RJ,2018.0,491.0,6,favorável
TRF2,TR,50006463420204025107,Recurso Inominado Cível,5ª Turma Recursal - Juiz Relator 2 - RJ,2020.0,115.0,3,favorável
TRF2,TR,50023172620194025108,Recurso Inominado Cível,5ª Turma Recursal - Juiz Relator 3 - RJ,2020.0,1335.0,6,sem sentença identificada
TRF2,TR,50897733520194025101,Recurso Inominado Cível,2ª Turma Recursal - Juiz Relator 2 - RJ,2020.0,448.0,6,favorável
TRF2,TR,50141632220234025101,Mandado de Segurança Cível,5ª Turma Recursal - Juiz Relator 3 - RJ,2023.0,16.0,2,sem sentença identificada
TRF2,TR,50349726720224025101,Recurso Inominado Cível,5ª Turma Recursal - Juiz Relator 2 - RJ,2023.0,41.0,2,sem sentença identificada
TRF2,TR,50039800320214025120,Recurso Inominado Cível,2ª Turma Recursal - Juiz Relator 3 - RJ,2022.0,127.0,2,sem sentença identificada
TRF2,TR,50093296120194025118,Recurso Inominado Cível,2ª Turma Recursal - Juiz Relator 3 - RJ,2022.0,133.0,4,sem sentença identificada
TRF2,TR,50029748220214025112,Recurso Inominado Cível,1ª Turma Recursal - Juiz Relator 2 - RJ,2021.0,192.0,5,sem sentença identificada
TRF2,TR,50769133120214025101,Recurso Inominado Cível,1ª Turma Recursal - Juiz Relator 2 - RJ,2022.0,153.0,2,sem sentença identificada
TRF2,TR,01055226620154025151,Recurso Inominado Cível,Coordenadoria das Turmas Recursais,2021.0,259.0,3,sem sentença identificada
TRF2,TR,02012345320174025106,Recurso Inominado Cível,1ª Turma Recursal - Juiz Relator 2 - RJ,2019.0,431.0,6,sem sentença identificada
TRF2,TR,50029082420204025117,Recurso Inominado Cível,2ª Turma Recursal - Juiz Relator 2 - RJ,2020.0,514.0,5,sem sentença identificada
TRF2,TR,50000984420184025118,Recurso Inominado Cível,5ª Turma Recursal - Juiz Relator 3 - RJ,2018.0,575.0,6,sem sentença identificada
TRF2,TR,50094706920224025120,Recurso Inominado Cível,5ª Turma Recursal - Juiz Relator 3 - RJ,2023.0,102.0,2,sem sentença identificada
TRF2,TR,50116595420214025120,Recurso Inominado Cível,5ª Turma Recursal - Juiz Relator 3 - RJ,2021.0,227.0,4,sem sentença identificada
TRF2,TR,50760045720194025101,Recurso Inominado Cível,5ª Turma Recursal - Juiz Relator 3 - RJ,2020.0,965.0,6,sem sentença identificada
TRF2,TR,50032963720184025103,Recurso Inominado Cível,1ª Turma Recursal - Juiz Relator 3 - RJ,2019.0,952.0,7,sem sentença identificada
TRF2,TR,01828031920164025166,Recurso Inominado Cível,5ª Turma Recursal - Juiz Relator 3 - RJ,2017.0,562.0,3,sem sentença identificada
TRF2,TR,51218408220214025101,Recurso Inominado Cível,Coordenadoria das Turmas Recursais,2022.0,448.0,3,sem sentença identificada
TRF2,TR,50083623620214025121,Recurso Inominado Cível,5ª Turma Recursal - Juiz Relator 3 - RJ,2022.0,606.0,4,sem sentença identificada
TRF2,TR,50022537920204025108,Recurso Inominado Cível,5ª Turma Recursal - Juiz Relator 3 - RJ,2021.0,393.0,2,sem sentença identificada
TRF2,TR,50025188220184025001,Recurso Inominado Cível,1ª Turma Recursal - Juiz Relator 3 - ES,2019.0,1228.0,5,favorável
TRF2,TR,50067865420204025117,Recurso Inominado Cível,2ª Turma Recursal - Juiz Relator 3 - RJ,2022.0,110.0,2,sem sentença identificada
TRF2,TR,50274961220214025101,Recurso Inominado Cível,1ª Turma Recursal - Juiz Relator 2 - RJ,2022.0,153.0,2,sem sentença identificada
TRF2,TR,50684544020214025101,Recurso Inominado Cível,5ª Turma Recursal - Juiz Relator 2 - RJ,2022.0,302.0,6,sem sentença identificada
TRF2,TR,50846265720214025101,Recurso Inominado Cível,5ª Turma Recursal - Juiz Relator 2 - RJ,2022.0,101.0,2,sem sentença identificada
TRF2,TR,50155707720204025001,Recurso Inominado Cível,2ª Turma Recursal - Juiz Relator 1 - ES,2021.0,166.0,2,sem sentença identificada
TRF2,TR,50027621120184025001,Recurso Inominado Cível,1ª Turma Recursal - Juiz Relator 3 - ES,2019.0,132.0,2,sem sentença identificada
TRF2,TR,50025491720194025115,Recurso Inominado Cível,5ª Turma Recursal - Juiz Relator 3 - RJ,2022.0,564.0,4,sem sentença identificada
TRF2,TR,50389214520214025001,Mandado de Segurança Cível,2ª Turma Recursal - Juiz Relator 1 - ES,2021.0,34.0,3,sem sentença identificada
TRF2,TR,00037984520174025055,Recurso Inominado Cível,1ª Turma Recursal - Juiz Relator 1 - ES,2019.0,136.0,2,favorável
TRF2,TR,50020116620194025105,Recurso Inominado Cível,5ª Turma Recursal - Juiz Relator 3 - RJ,2020.0,927.0,6,sem sentença identificada
